respondent_id,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,BFI_E9,BFI_E10,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_A10,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_C10,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_N9,BFI_N10,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,age,gender
129,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,,2.0,1.0,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,52,Kvinna
130,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,24,Man
131,4.0,0.0,3.0,0.0,4.0,2.0,2.0,2.0,3.0,0.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,,1.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,4.0,1.0,4.0,0.0,4.0,0.0,2.0,3.0,2.0,4.0,29,Kvinna
132,2.0,3.0,,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,0.0,4.0,2.0,2.0,3.0,31,Kvinna
133,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,18,Man
134,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,34,Kvinna
135,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,40,Man
136,2.0,4.0,4.0,3.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,3.0,1.0,4.0,3.0,0.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,4.0,3.0,2.0,3.0,52,Kvinna
137,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,40,Kvinna
138,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,26,Kvinna
139,4.0,1.0,,2.0,2.0,0.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,49,Kvinna
140,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,0.0,,2.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,18,Kvinna
141,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,3.0,4.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,42,Kvinna
142,4.0,,3.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,44,Kvinna
143,1.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,4.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,51,Kvinna
144,4.0,1.0,4.0,1.0,4.0,0.0,4.0,0.0,,1.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,4.0,1.0,3.0,2.0,2.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,65,Kvinna
145,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,3.0,4.0,33,Kvinna
146,0.0,4.0,1.0,3.0,0.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,58,Kvinna
147,3.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,47,Man
148,2.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,0.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,0.0,4.0,0.0,,1.0,3.0,0.0,3.0,3.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,40,Kvinna
149,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,3.0,1.0,2.0,0.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,0.0,41,Kvinna
150,4.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,18,Man
151,0.0,4.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,24,Kvinna
152,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,2.0,3.0,52,Kvinna
153,1.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,3.0,,3.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,25,Man
154,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,32,Kvinna
155,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,35,Kvinna
156,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0,4.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,24,Kvinna
157,2.0,2.0,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,50,Kvinna
158,2.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,18,Man
159,4.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,19,Kvinna
160,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,35,Man
161,2.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,37,Man
162,2.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,30,Man
163,0.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,37,Man
164,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,,2.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,18,Kvinna
165,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,42,Man
166,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,18,Man
167,3.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,0.0,,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,4.0,27,Annat
168,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,38,Kvinna
169,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,27,Kvinna
170,2.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,34,Man
171,3.0,1.0,4.0,1.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,41,Kvinna
172,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,22,Kvinna
173,0.0,2.0,2.0,3.0,0.0,4.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,46,Kvinna
174,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,71,Kvinna
175,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,47,Kvinna
176,3.0,0.0,2.0,0.0,,1.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,55,Kvinna
177,3.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,,4.0,0.0,3.0,0.0,4.0,0.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,0.0,3.0,1.0,2.0,4.0,3.0,2.0,54,Kvinna
178,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,0.0,3.0,2.0,2.0,2.0,4.0,2.0,29,Man
179,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,40,Man
180,0.0,3.0,0.0,3.0,0.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,37,Kvinna
181,3.0,2.0,4.0,0.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,1.0,3.0,2.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,0.0,3.0,1.0,1.0,2.0,2.0,48,Kvinna
182,3.0,0.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,57,Kvinna
183,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,37,Man
184,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,0.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,3.0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,49,Man
185,1.0,3.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,3.0,1.0,0.0,2.0,2.0,39,Kvinna
186,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,56,Kvinna
187,,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,2.0,2.0,1.0,23,Man
188,2.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,48,Kvinna
189,4.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,3.0,34,Kvinna
190,2.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,4.0,1.0,2.0,3.0,2.0,27,Man
191,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,68,Kvinna
192,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,0.0,4.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,3.0,4.0,65,Kvinna
193,4.0,0.0,3.0,0.0,4.0,0.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,,2.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,21,Kvinna
